"ID","NAME","TYPE","ADDRESS","LATITUDE","LONGITUDE"
"10334585","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10349216","128-BALL PARK FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10566372","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10494074","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10649330","137 - DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"9348578","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402"
"9013060","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864"
"10659612","1675 PATISSERIE","Food Take Out","4750 YONGE ST","43.76048","-79.41103"
"10553551","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281"
"10383994","18 SMOKE SHOP & VARIETY","Food Store (Convenience/Variety)","222 SPADINA AVE","43.65141","-79.39758"
"10464953","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856"
"10569790","1858 CAFE","Restaurant","22 ADELAIDE ST W","43.65012","-79.37994"
"9057968","187 DUNN","Boarding / Lodging Home - Kitchen","187 DUNN AVE","43.63792","-79.4333"
"10629287","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597"
"10569465","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665"
"10318628","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394"
"10495816","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105"
"10487649","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185"
"9052114","2 CATS COCKTAIL LOUNGE","Cocktail Bar / Beverage Room","569 KING ST W","43.64442","-79.39946"
"10689846","2 FOR 1 SHAWARMA","Restaurant","1106 BLOOR ST W","43.6603","-79.43475"
"9337469","2 OR 3 PIZZA & WINGS","Food Take Out","2382 LAKE SHORE BLVD W","43.6157","-79.4886"
"9000026","2-4-1 PIZZA","Food Take Out","2372 EGLINTON AVE E","43.73204","-79.27102"
"10349645","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787"
"10300413","2-4-1 PIZZA","Food Take Out","2834 VICTORIA PARK AVE","43.78812","-79.32944"
"10284603","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379"
"9043776","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258"
"9016832","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742"
"9000046","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665"
"9000031","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335"
"10294608","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258"
"10576638","2-4-1 Pizza","Food Take Out","3300 LAWRENCE AVE E, Unit-#6","43.75808","-79.23594"
"10325721","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10545144","20 DONER BAR GRILL","Restaurant","1215 WESTON RD","43.68825","-79.49231"
"10674734","207- BIG SMOKE FOOD CO","Cafeteria - Public Access","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300069","209 - POP UP","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10514060","21 SEVEN MARKET","Supermarket","1000 BLOOR ST W","43.66093","-79.43038"
"10334676","211-V-CONCESSION","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10475817","214-GARRISON CREEK GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10531045","215-TWELVE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10541993","219- THE URBAN KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300066","220-URBAN KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10386934","2220956 ONTARIO INC.","Hot Dog Cart","1015 LAKE SHORE BLVD E","43.65798","-79.32992"
"10300083","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10399648","2257029 ONTARIO INC.","Mobile Food Preparation Premises","235 QUEENS QUAY W","43.63912","-79.38289"
"10300065","228-ZOOM FOODS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10634917","229-FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10536426","232-BACARDI AT THE PARK","Cocktail Bar / Beverage Room","1 BLUE JAYS WAY","43.64168","-79.39012"
"10431057","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012"
"10682804","234-BUDWEISER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10531046","234-CABBAGETOWN MERCANTILE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300063","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10489325","241 PIZZA","Food Take Out","2318 DANFORTH AVE","43.68718","-79.30727"
"10681139","241 PIZZA","Food Take Out","235 DIXON RD, Unit-8","43.69669","-79.54392"
"10677386","241 PIZZA","Food Take Out","1029 PAPE AVE","43.68875","-79.34821"
"10633698","241 PIZZA","Food Take Out","1 YORK GATE BLVD, Unit-144A","43.75851","-79.51944"
"10604803","241 PIZZA","Food Take Out","451 PARLIAMENT ST","43.66356","-79.36755"
"10587651","241 PIZZA","Restaurant","1349 ST CLAIR AVE W","43.67606","-79.45064"
"10559262","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402"
"10603529","244 -BUDWEISER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10405652","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055"
"10656552","24SEVEN LOUNGE","Restaurant","106 HUMBER COLLEGE BLVD","43.7312","-79.60061"
"10687680","254 BASEMENT","Restaurant","254 LANSDOWNE AVE","43.65117","-79.44033"
"10584871","3 BRASSEURS","Restaurant","2 LIBERTY ST","43.63871","-79.41996"
"10600496","3 EGGS ALL DAY PUB & GRILL","Restaurant","936 EGLINTON AVE W","43.70059","-79.42851"
"10301731","3 JIT VARIETY","Food Store (Convenience/Variety)","1452 BLOOR ST W","43.65718","-79.44885"
"10325719","3-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"9000097","30 UP CLUB","Private Club","22 DORCHESTER AVE","43.62153","-79.5179"
"10428037","3030","Restaurant","3030 DUNDAS ST W","43.66583","-79.4705"
"10639426","32 CHICKEN ST","Restaurant","409 COLLEGE ST","43.65653","-79.40656"
"10697456","330 TAKE-OUT BY MERCATTO","Food Take Out","330 BAY ST","43.64998","-79.38087"
"10330988","338 VEGETABLE & FRUIT","Food Store (Convenience/Variety)","631 GERRARD ST E","43.66561","-79.35074"
"9003137","360 RESTAURANT","Restaurant","301 FRONT ST W, CN TOWER","43.64372","-79.38844"
"10666005","365 BAR & GRILL","Restaurant","210 MARKHAM RD","43.74408","-79.2193"
"10686657","365 STOP & GO CONVENIENCE","Food Store (Convenience/Variety)","1829 DAVENPORT RD","43.6706","-79.45258"
"10686988","369 MAZEL","Restaurant","2326 DANFORTH AVE","43.68727","-79.30711"
"10612709","3J'S MILK AND VARIETY","Food Store (Convenience/Variety)","2993 ISLINGTON AVE","43.75909","-79.57113"
"10686264","3PM DELIGHTS CAKERY","Bakery","8 GLEN WATFORD DR, Unit-19","43.78659","-79.27669"
"10613283","3SK CAFE","Bake Shop","1054 EGLINTON AVE W","43.70013","-79.43065"
"10535277","4 LIFE NATURAL FOOD","Food Take Out","210 AUGUSTA AVE","43.65467","-79.4024"
"10504536","4 Season Farms","Food Store (Convenience/Variety)","1095 O'CONNOR DR","43.71027","-79.30887"
"10657224","4 YOUR CONVENIENCE","Food Store (Convenience/Variety)","1990 EGLINTON AVE W","43.69492","-79.45493"
"10325730","4-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10598546","416 COMMUNITY SUPPORT FOR WOMEN","Food Bank","416 DUNDAS ST E","43.65923","-79.36695"
"10598572","416 COMMUNITY SUPPORT FOR WOMEN","Community Kitchen (Meal Program)","416 DUNDAS ST E","43.65923","-79.36695"
"10512315","416 SNACK BAR","Restaurant","181 BATHURST ST","43.64755","-79.404"
"10667616","450 MINI MART","Food Store (Convenience/Variety)","450 PARLIAMENT ST, Bldg-1","43.66398","-79.36784"
"10433183","4C Broast Chicken","Restaurant","1758 LAWRENCE AVE E","43.74285","-79.30782"
"10544572","4C Broast Chicken","Restaurant","1093 O'CONNOR DR","43.71022","-79.30892"
"10612134","4U MILK VARIETY","Food Store (Convenience/Variety)","2987 ISLINGTON AVE","43.7592","-79.5706"
"10550883","5  POINTS BAR & GRILL","Restaurant","636 VAUGHAN RD","43.69269","-79.44145"
"10550144","5 ELEMENTS ESPRESSO BAR","Restaurant","131 AVENUE RD","43.6738","-79.39587"
"10617002","5 SPICE DINING","Restaurant","2826 MARKHAM RD","43.82307","-79.24781"
"10365045","508-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10700371","51 LISGAR-TPH-AANGEN","Serving Kitchen","51 LISGAR ST","43.64229","-79.42296"
"10530683","512-CORKTOWN FRESH BURGER CART","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300084","514-MUDDY YORK MARKET PLUS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10459514","517-BIG SMOKE FOOD CO.","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10362897","5179 METRO VARIETY","Food Store (Convenience/Variety)","1604 GERRARD ST E","43.67295","-79.32015"
"10559550","519 Community Kitchen","Community Kitchen (Meal Program)","519 CHURCH ST, Flr-2","43.66656","-79.38095"
"10364705","520-GARRISON CREEK (HOGTOWN)","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300054","520-QUEEN STREET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"9000116","521 CAFE","Restaurant","521 DANFORTH AVE","43.67804","-79.34821"
"10300050","523-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10531047","524-CABBAGETOWN MERCANTILE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10531051","525-BIG SMOKE FOODS CO.","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10531052","534-CABBAGETOWN MERCANTILE C-57","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10300060","536-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012"
"10690233","588","Restaurant","588 COLLEGE ST","43.65529","-79.41352"
"10489308","5N2 Foods (Global Kingdom Ministries)","Community Kitchen (Meal Program)","1250 MARKHAM RD","43.77912","-79.23359"
"10675247","5N2 KITCHENS","Serving Kitchen","2050 ELLESMERE RD","43.77774","-79.23494"
"10453569","649 Mega Convenience","Food Store (Convenience/Variety)","5651 STEELES AVE E, Unit-22","43.83219","-79.26675"
"10504878","682 Warden Avenue Community Kitchen","Community Kitchen (Meal Program)","682 WARDEN AVE","43.70596","-79.27905"
"10569370","6ixTriangles","Food Take Out","127 JEFFERSON AVE","43.6395","-79.42193"
"10650183","7 BAKER","Bakery","3 WELLESLEY ST W","43.66475","-79.38493"
"10695522","7 BAKER","Bakery","3272 MIDLAND AVE","43.80493","-79.29029"
"10700853","7 Baker","Food Take Out","300 BOROUGH DR, Unit-R007","43.77629","-79.25802"
"9000122","7 DAY CONVENIENCE","Food Store (Convenience/Variety)","2480 GERRARD ST E, Unit-5","43.68747","-79.28453"
"9000123","7 DAY CONVENIENCE","Food Store (Convenience/Variety)","3228 WESTON RD","43.73891","-79.53973"
"10467934","7 DAYS CONVENIENCE","Food Store (Convenience/Variety)","669 BLOOR ST W","43.6639","-79.41583"
"9417941","7 NUMBERS","Restaurant","307 DANFORTH AVE","43.67696","-79.35385"
"10273767","7 NUMBERS EGLINTON","Restaurant","516 EGLINTON AVE W","43.71025","-79.38215"
"9000144","7 WEST CAFE","Restaurant","7 CHARLES ST W","43.6685","-79.38669"
"9013817","7-ELEVEN","Food Store (Convenience/Variety)","1730 BLOOR ST W, Unit-1","43.65493","-79.45886"
"10472349","7-ELEVEN","Food Take Out","1 CARLTON ST","43.66122","-79.38281"
"10466868","7-ELEVEN","Food Store (Convenience/Variety)","1033 BAY ST","43.66616","-79.38741"
"10450647","7-ELEVEN","Restaurant","328 YONGE ST","43.65724","-79.38163"
"10322931","7-ELEVEN","Food Take Out","334 BLOOR ST W","43.66668","-79.40437"
"10304452","7-ELEVEN","Food Store (Convenience/Variety)","1718A WILSON AVE","43.72047","-79.51357"
"10297823","7-ELEVEN","Food Store (Convenience/Variety)","1260 DUNDAS ST W","43.64949","-79.4249"
"10290975","7-ELEVEN","Food Take Out","3260 LAKE SHORE BLVD W","43.59731","-79.52297"
"10205717","7-ELEVEN","Food Take Out","980 ISLINGTON AVE","43.62909","-79.51737"
"10197785","7-ELEVEN","Food Store (Convenience/Variety)","372 BAY ST","43.65094","-79.38149"
"9421826","7-ELEVEN","Food Store (Convenience/Variety)","1 EGLINTON AVE E","43.70659","-79.39777"
"9389795","7-ELEVEN","Food Take Out","873 QUEEN ST W","43.64569","-79.41133"
"9030457","7-ELEVEN","Food Store (Convenience/Variety)","260 COLLEGE ST","43.6581","-79.39977"
"9013837","7-ELEVEN","Food Store (Convenience/Variety)","3587 BATHURST ST","43.73255","-79.43246"
"9013829","7-ELEVEN","Food Store (Convenience/Variety)","2480 LAKE SHORE BLVD W","43.6131","-79.4901"
"9013825","7-ELEVEN","Food Store (Convenience/Variety)","1390 WESTON RD","43.69105","-79.50129"
"9013822","7-ELEVEN","Food Take Out","3355 DUNDAS ST W","43.66527","-79.48241"
"9013819","7-ELEVEN","Supermarket","883 DUNDAS ST W","43.65107","-79.4111"
"10512464","7-Eleven","Food Store (Convenience/Variety)","1169 ST CLAIR AVE W","43.67773","-79.44282"
"10509563","700 CAFE","Food Take Out","255 FRONT ST W","43.64392","-79.38764"
"10554502","709 GREEK CAFE SHOP","Restaurant","709 DANFORTH AVE","43.67901","-79.34344"
"10566779","71 BUBBLE TEA","Food Take Out","71 KENSINGTON AVE","43.65449","-79.40041"
"10353759","77 FOOD MARKET","Food Store (Convenience/Variety)","138 HALLAM ST","43.66721","-79.43165"
"10380508","777 VARIETY","Food Store (Convenience/Variety)","3095 BATHURST ST","43.72067","-79.42982"
"10693524","786 JANNAT HALAL MEAT","Butcher Shop","268 MARKHAM RD","43.655","-79.40873"
"10509153","8 Noodles/Eight Noodles","Restaurant","3309 SHEPPARD AVE E","43.7783","-79.30887"
"10685965","800 COFFEE BAR","Cafeteria - Public Access","800 BAY ST","43.66117","-79.38644"
"10661984","817 SPORTS BAR & GRILL","Restaurant","817 QUEEN ST W","43.64604","-79.40916"
"10489414","850 DEGREES","Restaurant","3455 LAKE SHORE BLVD W","43.59532","-79.52976"
"10641149","876 JAMROCK RESTAURANT","Restaurant","6210 FINCH AVE W, Unit-101B","43.74264","-79.58969"
"10515796","8956642 Canada Corp.","Bakery","757 WARDEN AVE, Unit-4","43.72095","-79.28392"
"10659316","9 BARS COFFEE","Food Take Out","46 ST CLAIR AVE E","43.68876","-79.39201"
"10379160","9 STAR FOODS","Food Depot","1771 ALBION RD","43.74296","-79.60795"
"10312130","9-11 MILK STORE","Food Store (Convenience/Variety)","3205 BATHURST ST","43.72331","-79.43036"
"10372406","977 CAFE","Restaurant","977 O'CONNOR DR","43.70851","-79.31023"
"10566470","98 AROMA","Restaurant","440 SPADINA AVE","43.65653","-79.3997"
"10617461","989 HAWAII BAR","Restaurant","989 DOVERCOURT RD","43.66702","-79.43163"
"10202519","99 CENTS EXPRESS","Food Store (Convenience/Variety)","1910 WESTON RD","43.7002","-79.51727"
"10700758","99 HOWARD CONVENIENCE","Food Store (Convenience/Variety)","99 HOWARD ST","43.6714","-79.37093"
"10699275","99 MYTHIC TASTE - NORTH YORK","Restaurant","5418 YONGE ST","43.77553","-79.41525"
"10652896","99 SUSHI","Restaurant","170 EGLINTON AVE E","43.70804","-79.39322"
"9000174","A & A CHILD CARE CENTRE","Child Care - Food Preparation","3380 MIDLAND AVE","43.8093","-79.29035"
"10620027","A & C HEALTH & GIFTS CENTER","Food Store (Convenience/Variety)","19 MILLIKEN BLVD, Unit-C1/C2","43.80311","-79.2946"
"9396668","A & D CONVENIENCE","Food Store (Convenience/Variety)","5555 EGLINTON AVE W","43.65004","-79.60354"
"10514098","A & D CONVENIENCE PLUS","Food Store (Convenience/Variety)","4379 KINGSTON RD, Unit-3","43.76519","-79.19109"
"10455031","A & H CONVENIENCE","Food Store (Convenience/Variety)","70 PLUNKETT RD, Unit-3","43.7596","-79.57035"
"10384734","A & L MINI MART","Food Store (Convenience/Variety)","839 BLOOR ST W","43.66249","-79.42331"
"10381315","A & M LIFESTYLE VARIETY","Food Store (Convenience/Variety)","1233 WESTON RD","43.6884","-79.49273"
"9018891","A & N TAKE-OUT","Food Take Out","1427 QUEEN ST W","43.64049","-79.43708"
"10476099","A & O International","Food Depot","70 BELFIELD RD, Unit-14","43.70431","-79.5707"
"10421830","A & S CHINESE FOOD","Food Take Out","404 OLD WESTON RD","43.6744","-79.46416"
"10501222","A & T FRUIT MARKET","Food Store (Convenience/Variety)","3375 BATHURST ST","43.72604","-79.43093"
"9000198","A & W","Food Court Vendor","250 THE EAST MALL, UNIT-222","43.63279","-79.55468"
"10699176","A & W","Restaurant","3214 LAKE SHORE BLVD W","43.59752","-79.52111"
"10670952","A & W","Restaurant","3571 SHEPPARD AVE E","43.78031","-79.29914"
"10659061","A & W","Restaurant","3318 KEELE ST","43.73465","-79.48393"
"10658923","A & W","Restaurant","355 CHURCH ST, Bldg-1","43.66043","-79.37848"
"10656786","A & W","Restaurant","1896 EGLINTON AVE E","43.72645","-79.29698"
"10654459","A & W","Restaurant","45 OVERLEA BLVD","43.70555","-79.34626"
"10640841","A & W","Restaurant","605 ROGERS RD","43.68162","-79.47451"
"10632679","A & W","Restaurant","665 MARKHAM RD","43.76155","-79.22421"
"10631412","A & W","Restaurant","1 RICHMOND ST W","43.65143","-79.3793"
"10624236","A & W","Restaurant","2633 YONGE ST, Unit-2625","43.71537","-79.39991"
"10617814","A & W","Restaurant","85 DANFORTH AVE","43.67597","-79.35889"
"10611892","A & W","Restaurant","75 BILLY BISHOP WAY, Unit-B7","43.73284","-79.45104"
"10610626","A & W","Restaurant","500 BLOOR ST W","43.66525","-79.41065"
"10605041","A & W","Food Court Vendor","4841 YONGE ST","43.76226","-79.41083"
"10601750","A & W","Restaurant","1496 QUEEN ST W, Bldg-MAIN","43.64046","-79.43723"
"10588324","A & W","Restaurant","2856 DUNDAS ST W","43.66558","-79.4649"
"10586847","A & W","Restaurant","650 1/2 QUEEN ST W","43.64684","-79.40643"
"10583791","A & W","Restaurant","3300 BLOOR ST W","43.64549","-79.5224"
"10576306","A & W","Restaurant","8 MERCER ST","43.64598","-79.38994"
"10569318","A & W","Restaurant","1638 AVENUE RD","43.72582","-79.41742"
"10566778","A & W","Restaurant","832 COLLEGE ST","43.65461","-79.42265"
"10560874","A & W","Food Court Vendor","220 YONGE ST","43.65368","-79.38011"
"10554107","A & W","Restaurant","496 YONGE ST","43.66309","-79.38403"
"10511773","A & W","Food Court Vendor","88 QUEENS QUAY W","43.64085","-79.37871"
"10489748","A & W","Restaurant","654 DANFORTH AVE","43.67917","-79.3448"
"10453681","A & W","Food Take Out","3100 ELLESMERE RD","43.78565","-79.19437"
"10450267","A & W","Restaurant","35 EGLINTON AVE E","43.70677","-79.39693"
"10450226","A & W","Restaurant","368 QUEEN ST W","43.64886","-79.39578"
"10225707","A & W","Food Court Vendor","300 BOROUGH DR, Unit-FC-19","43.77629","-79.25802"
"9042935","A & W","Restaurant","1585 WARDEN AVE, Unit-4","43.76624","-79.30181"
"9022070","A & W","Food Court Vendor","3401 DUFFERIN ST, Unit-FC-09","43.72608","-79.45147"
"9000200","A & W","Restaurant","2300 YONGE ST, Unit-21","43.70716","-79.39908"
"10664621","A & W 4458","Restaurant","1400 NEILSON RD, Unit-B1","43.80918","-79.22282"
"10385317","A & W EXPRESS/COUNTRY STYLE","Food Take Out","20 BLOOR ST E, Flr-8","43.67076","-79.38544"
"10453327","A & W Pharmacy","Food Store (Convenience/Variety)","250 ALTON TOWERS CRCL","43.82485","-79.27754"
"10621720","A & W RESTAURANT","Restaurant","1115 BLOOR ST W, Unit-4","43.65993","-79.43477"
"10587126","A + W","Restaurant","1277 YORK MILLS RD","43.76055","-79.32521"
"10556073","A BIS GOURMET","Food Processing Plant","101 TORO RD, Unit-38-40","43.76137","-79.48255"
"9057874","A BISKET A BASKET","Food Take Out","91 FRONT ST E","43.64908","-79.37213"
"10681974","A I SUSHI","Restaurant","5085 SHEPPARD AVE E","43.79262","-79.24088"
"10186811","A LA CARTE KITCHEN","Food Caterer","2 THORNCLIFFE PARK DR, Unit-43","43.7066","-79.35149"
"10639975","A LA TURK","Restaurant","3443 YONGE ST","43.73358","-79.40423"
"9000224","A PLACE TO PLAY CO-OP NURSERY SCHOOL","Child Care - Catered","680 ANNETTE ST","43.65935","-79.48502"
"10538546","A PLUS DELI","Restaurant","180 DUNCAN MILL RD","43.76256","-79.35407"
"10659813","A and W","Food Take Out","2692 EGLINTON AVE E","43.73679","-79.24866"
"10636301","A& W","Restaurant","359 BROADVIEW AVE","43.66536","-79.35239"
"10675770","A&E VARIETY STORE","Food Store (Convenience/Variety)","1308 DANFORTH AVE","43.68235","-79.3297"
"10630748","A&W","Restaurant","1190 DANFORTH AVE, Bldg-1190","43.68174","-79.33224"
"10659617","A&W","Restaurant","659 DUPONT ST","43.67142","-79.42165"
"10659462","A&W","Restaurant","1118 FINCH AVE W, Unit-1","43.76733","-79.47478"
"10656508","A&W","Restaurant","505 JARVIS ST","43.66664","-79.37803"
"10639342","A&W","Food Court Vendor","900 DUFFERIN ST","43.65602","-79.43523"
"10534027","A+ SUSHI & BIBIM","Restaurant","1345 QUEEN ST W","43.64105","-79.43438"
"9078676","A-1 CONVENIENCE","Food Store (Convenience/Variety)","265 DUNN AVE","43.64071","-79.43435"
"9000251","A-1 DISCOUNT VARIETY","Food Store (Convenience/Variety)","2412 LAKE SHORE BLVD W","43.61471","-79.48911"
"10634591","A-GAME CAFE","Restaurant","797 DUNDAS ST W","43.65172","-79.40791"
"10662179","A-OK CAFE","Restaurant","50 BLOOR ST W","43.67039","-79.38832"
"10492134","A-Z AFRICAN AND WEST INDIAN MARKET","Food Store (Convenience/Variety)","1040 ALBION RD","43.73696","-79.56397"
"10531457","A. Y. JACKSON H.S. CAFETERIA","Cafeteria - Private Access","50 FRANCINE DR","43.80527","-79.36656"
"9000239","A.C. RANCH CAFFE","Restaurant","1220 ST CLAIR AVE W","43.67785","-79.44478"
"10632367","A.C.S.A. Scarborough Drop-In","Food Bank","202 MARKHAM RD","43.74384","-79.21949"
"9000247","A.R.K. MARKET","Food Store (Convenience/Variety)","31 ST DENNIS DR, Unit-133","43.71858","-79.32959"
"10649056","A0A GAS AND CONVENIENCE STORE","Food Store (Convenience/Variety)","286 ROYAL YORK RD, Bldg-1","43.61491","-79.49824"
"10349947","A1 CONVENIENCE PLUS","Food Store (Convenience/Variety)","2177 LAWRENCE AVE E","43.74724","-79.28408"
"10580509","A1 Convenience","Food Store (Convenience/Variety)","151 MORNINGSIDE AVE","43.76218","-79.18338"
"10632298","A1 ESSO","Food Store (Convenience/Variety)","5571 YONGE ST, Bldg-0","43.7788","-79.41518"
"10669560","A1 NEW YORK FRIED CHICKEN/A1 OURKITCHEN","Restaurant","2300 FINCH AVE W, Unit-# 52","43.75362","-79.54227"
"10431535","A1 PETRO BIZ","Food Store (Convenience/Variety)","2922 ISLINGTON AVE","43.75576","-79.56962"
"9021965","A1 SWEET RESTAURANT & TAKEOUT","Food Take Out","3300 MCNICOLL AVE, Unit-18","43.82073","-79.26102"
"10555822","AA AMAZING SALAD","Food Take Out","160 BALDWIN ST","43.65498","-79.39994"
"10588917","AA SUPER STORE & HALAL MEATS","Food Store (Convenience/Variety)","1826 ST CLAIR AVE W","43.67381","-79.46288"
"10544772","AAA","Restaurant","1276 QUEEN ST E","43.66385","-79.32884"
"10201481","AAA BAR","Restaurant","138 ADELAIDE ST E","43.65178","-79.37277"
"10582248","AAA PUBLIC HOUSE","Restaurant","598 GERRARD ST E","43.66584","-79.35193"
"10695528","AAAMAZING SALAD","Restaurant","82A ADELAIDE ST E","43.65147","-79.37473"
"10617009","AANCH MODERNISTIC INDIAN CUISINE","Restaurant","259 WELLINGTON ST W","43.64496","-79.39078"
